Surface,Court,ranking_diff,AvgW,AvgL,win
Clay,Outdoor,-10,1.47,2.61,0
Clay,Outdoor,99,2.63,1.47,0
Clay,Outdoor,-148,1.18,4.69,0
Clay,Outdoor,-45,1.21,4.31,0
Clay,Outdoor,15,1.79,1.96,1
Clay,Outdoor,39,2.63,1.47,0
Clay,Outdoor,-17,1.75,2.01,1
Clay,Outdoor,-19,4.76,1.17,0
Clay,Outdoor,-12,1.91,1.83,1
Clay,Outdoor,-22,1.31,3.32,0
Clay,Outdoor,38,8.33,1.07,1
Clay,Outdoor,14,1.73,2.03,1
Clay,Outdoor,-54,1.34,3.13,1
Clay,Outdoor,-5,1.53,2.46,0
Clay,Outdoor,-54,1.69,2.12,1
Clay,Outdoor,53,12.88,1.03,0
Clay,Outdoor,133,2.66,1.45,0
Clay,Outdoor,6,1.66,2.15,1
Clay,Outdoor,33,12.55,1.03,0
Clay,Outdoor,43,2.97,1.37,0
Clay,Outdoor,-55,1.28,3.56,1
Clay,Outdoor,6,2.54,1.49,0
Clay,Outdoor,-13,2.62,1.47,0
Clay,Outdoor,-23,1.01,19.24,1
Clay,Outdoor,16,3.03,1.36,0
Clay,Outdoor,-36,1.12,5.91,1
Clay,Outdoor,53,3.68,1.27,1
Clay,Outdoor,-46,1.07,7.8,1
Clay,Outdoor,27,9.04,1.06,0
Clay,Outdoor,36,3.12,1.35,0
Clay,Outdoor,-17,1.41,2.82,1
Clay,Outdoor,31,5.4,1.14,0
Clay,Outdoor,32,4.75,1.18,1
Clay,Outdoor,-34,1.91,1.83,1
Clay,Outdoor,-32,1.07,8.34,1
Clay,Outdoor,29,2.78,1.42,1
Clay,Outdoor,-26,1.01,23.46,1
Clay,Outdoor,2,2.67,1.45,0
Clay,Outdoor,-4,1.31,3.39,1
Clay,Outdoor,-2,1.14,5.7,1
Clay,Outdoor,34,7.03,1.1,0
Clay,Outdoor,1,3.37,1.31,1
Clay,Outdoor,22,2.45,1.53,0
Clay,Outdoor,5,1.67,2.14,1
Clay,Outdoor,13,2.77,1.42,0
Clay,Outdoor,-15,1.58,2.32,1
Clay,Outdoor,-32,1.7,2.08,0
Clay,Outdoor,-9,1.71,2.07,1
Clay,Outdoor,-35,1.92,1.82,0
Clay,Outdoor,-7,2.71,1.44,0
Clay,Outdoor,-84,1.28,3.56,0
Clay,Outdoor,-12,1.38,2.95,0
Clay,Outdoor,-49,2.15,1.68,1
Clay,Outdoor,29,1.51,2.49,0
Clay,Outdoor,-5,2.07,1.69,0
Clay,Outdoor,15,1.46,2.64,0
Clay,Outdoor,24,1.74,2.04,1
Clay,Outdoor,-9,1.38,2.99,1
Clay,Outdoor,-115,1.34,3.15,1
Clay,Outdoor,-9,2.55,1.49,1
Clay,Outdoor,97,3.63,1.27,0
Clay,Outdoor,7,1.69,2.1,1
Clay,Outdoor,-95,1.38,2.93,1
Clay,Outdoor,-34,1.35,3.08,1
Clay,Outdoor,-19,2.64,1.46,0
Clay,Outdoor,-126,1.18,4.57,0
Clay,Outdoor,90,2.87,1.39,0
Clay,Outdoor,30,3.34,1.31,0
Clay,Outdoor,23,2.08,1.71,1
Clay,Outdoor,-12,1.4,2.83,1
Clay,Outdoor,37,4.7,1.18,0
Clay,Outdoor,23,2.86,1.4,1
Clay,Outdoor,139,21.59,1.01,0
Clay,Outdoor,65,2.56,1.49,0
Clay,Outdoor,15,4.63,1.18,0
Clay,Outdoor,147,25.68,1.01,0
Clay,Outdoor,28,1.58,2.31,0
Clay,Outdoor,5,2.17,1.65,0
Clay,Outdoor,20,2.13,1.68,1
Clay,Outdoor,-29,1.87,1.86,0
Clay,Outdoor,15,4.44,1.19,0
Clay,Outdoor,-39,1.05,9.51,1
Clay,Outdoor,-14,1.79,1.96,1
Clay,Outdoor,12,1.56,2.39,1
Clay,Outdoor,52,4.9,1.16,0
Clay,Outdoor,13,5,1.16,1
Clay,Outdoor,-40,1.35,3.13,1
Clay,Outdoor,-5,1.73,2.06,1
Clay,Outdoor,-12,1.06,8.77,1
Clay,Outdoor,-24,1.24,3.89,1
Clay,Outdoor,22,9.42,1.05,0
Clay,Outdoor,-9,1.72,2.07,0
Clay,Outdoor,-3,1.18,4.74,1
Clay,Outdoor,15,8.48,1.07,0
Clay,Outdoor,-2,1.16,5.08,1
Clay,Outdoor,1,2.7,1.46,1
Clay,Outdoor,13,1.87,1.86,0
Clay,Outdoor,-51,1.52,2.49,1
Clay,Outdoor,-190,1.43,2.72,1
Clay,Outdoor,37,2.68,1.44,0
Clay,Outdoor,-14,1.85,1.87,1
Clay,Outdoor,-15,2.28,1.59,1
Clay,Outdoor,-86,1.73,2.04,1
Clay,Outdoor,-22,1.5,2.52,1
Clay,Outdoor,-47,1.52,2.46,1
Clay,Outdoor,37,1.78,1.98,1
Clay,Outdoor,-54,1.63,2.21,0
Clay,Outdoor,-42,1.56,2.36,1
Clay,Outdoor,-56,1.18,4.62,1
Clay,Outdoor,25,1.96,1.77,1
Clay,Outdoor,44,6.95,1.09,0
Clay,Outdoor,22,3.2,1.32,0
Clay,Outdoor,-34,1.95,1.8,1
Clay,Outdoor,-27,2.48,1.51,0
Clay,Outdoor,47,4.42,1.2,0
Clay,Outdoor,10,1.84,1.89,1
Clay,Outdoor,37,2.95,1.38,0
Clay,Outdoor,16,5.55,1.13,1
Clay,Outdoor,-79,1.29,3.46,1
Clay,Outdoor,-46,1.44,2.7,0
Clay,Outdoor,-6,1.66,2.15,0
Clay,Outdoor,-57,1.23,4,1
Clay,Outdoor,96,8.34,1.07,1
Clay,Outdoor,3,1.2,4.41,1
Clay,Outdoor,120,3.62,1.27,0
Clay,Outdoor,43,8.38,1.07,0
Clay,Outdoor,-29,2.17,1.66,0
Clay,Outdoor,54,6.24,1.11,0
Clay,Outdoor,89,3.67,1.27,0
Clay,Outdoor,20,1.68,2.12,1
Clay,Outdoor,1,1.5,2.53,0
Clay,Outdoor,-119,1.05,9.84,1
Clay,Outdoor,-165,1.06,8.93,1
Clay,Outdoor,29,3.31,1.32,0
Clay,Outdoor,9,2.12,1.69,0
Clay,Outdoor,34,2.81,1.41,0
Clay,Outdoor,-200,1.46,2.65,0
Clay,Outdoor,-79,1.21,4.21,1
Clay,Outdoor,103,9.7,1.05,0
Clay,Outdoor,-122,1.11,6.43,1
Clay,Outdoor,19,4.18,1.21,0
Clay,Outdoor,-68,1.36,3.04,1
Clay,Outdoor,69,24.56,1.01,0
Clay,Outdoor,151,2.78,1.42,0
Clay,Outdoor,134,9.85,1.05,1
Clay,Outdoor,74,3.76,1.25,1
Clay,Outdoor,79,3.7,1.26,0
Clay,Outdoor,26,2.59,1.48,0
Clay,Outdoor,-38,1.09,7.27,1
Clay,Outdoor,136,9.26,1.06,0
Clay,Outdoor,-115,1.12,5.86,1
Clay,Outdoor,101,6.74,1.1,0
Clay,Outdoor,-111,1.38,2.92,0
Clay,Outdoor,-111,1.24,3.91,1
Clay,Outdoor,-48,1.72,2.06,1
Clay,Outdoor,-17,1.17,4.76,1
Clay,Outdoor,1,1.49,2.54,0
Clay,Outdoor,24,1.65,2.18,1
Clay,Outdoor,-41,1.16,5.1,1
Clay,Outdoor,41,4.37,1.2,0
Clay,Outdoor,87,2.96,1.38,0
Clay,Outdoor,49,1.82,1.93,0
Clay,Outdoor,39,4.34,1.19,0
Clay,Outdoor,175,4.33,1.2,1
Clay,Outdoor,-68,1.18,4.73,0
Clay,Outdoor,-76,1.08,7.32,1
Clay,Outdoor,-29,1.22,4.07,1
Clay,Outdoor,120,16.57,1.02,0
Clay,Outdoor,18,1.78,1.98,1
Clay,Outdoor,56,7.66,1.08,0
Clay,Outdoor,85,3.62,1.27,1
Clay,Outdoor,-110,1.06,8.59,0
Clay,Outdoor,-135,1.04,10.45,1
Clay,Outdoor,-1,2.41,1.54,1
Clay,Outdoor,-14,3.06,1.36,1
Clay,Outdoor,131,4.4,1.2,0
Clay,Outdoor,-15,1.81,1.93,1
Clay,Outdoor,38,25.15,1.01,0
Clay,Outdoor,-114,1.02,12.55,1
Clay,Outdoor,34,4.3,1.21,0
Clay,Outdoor,-55,1.57,2.33,1
Clay,Outdoor,-23,1.52,2.46,1
Clay,Outdoor,-22,1.99,1.77,1
Clay,Outdoor,-3,1.58,2.32,1
Clay,Outdoor,-75,1.04,11.28,1
Clay,Outdoor,178,23.71,1.01,0
Clay,Outdoor,33,2.82,1.41,0
Clay,Outdoor,23,1.65,2.18,0
Clay,Outdoor,74,10.51,1.04,0
Clay,Outdoor,-244,1.11,6.39,1
Clay,Outdoor,55,2.29,1.59,1
Clay,Outdoor,56,9.7,1.05,0
Clay,Outdoor,-79,1.15,5.1,1
Clay,Outdoor,-31,1.09,7.17,1
Clay,Outdoor,-49,1.32,3.3,1
Clay,Outdoor,26,3.14,1.34,0
Clay,Outdoor,58,24.11,1.01,0
Clay,Outdoor,-90,1.22,4.11,1
Clay,Outdoor,-91,1.61,2.26,1
Clay,Outdoor,-75,1.19,4.53,1
Clay,Outdoor,-94,1.3,3.44,1
Clay,Outdoor,101,4.87,1.17,1
Clay,Outdoor,-9,2.32,1.58,0
Clay,Outdoor,-112,1.03,12.25,1
Clay,Outdoor,53,1.7,2.09,1
Clay,Outdoor,-44,1.62,2.24,1
Clay,Outdoor,20,4.84,1.17,0
Clay,Outdoor,-122,1.03,12.76,1
Clay,Outdoor,-10,2.22,1.62,1
Clay,Outdoor,197,6.25,1.11,1
Clay,Outdoor,-47,1.01,21.11,1
Clay,Outdoor,1,2.76,1.42,0
Clay,Outdoor,103,5.27,1.14,1
Clay,Outdoor,-61,1.14,5.3,1
Clay,Outdoor,63,2.23,1.62,0
Clay,Outdoor,43,3.4,1.3,0
Clay,Outdoor,-66,1.18,4.72,1
Clay,Outdoor,-29,1.03,11.83,1
Clay,Outdoor,-29,1.06,8.43,1
Clay,Outdoor,-16,2.4,1.55,0
Clay,Outdoor,-25,1.72,2.07,0
Clay,Outdoor,-126,1.21,4.24,1
Clay,Outdoor,-3,2.15,1.67,1
Clay,Outdoor,9,2.6,1.54,0
Clay,Outdoor,7,1.66,2.17,0
Clay,Outdoor,-91,1.03,13.98,1
Clay,Outdoor,-226,1.01,24.18,1
Clay,Outdoor,-77,1.23,4.01,1
Clay,Outdoor,-8,2.52,1.51,0
Clay,Outdoor,-2,2.07,1.72,1
Clay,Outdoor,-24,1.13,5.6,1
Clay,Outdoor,-17,1.5,2.54,0
Clay,Outdoor,-14,1.08,7.93,1
Clay,Outdoor,-11,1.49,2.58,0
Clay,Outdoor,11,7.03,1.09,0
Clay,Outdoor,14,9.45,1.05,0
Clay,Outdoor,86,3.11,1.35,0
Clay,Outdoor,-36,1.02,14.91,1
Clay,Outdoor,2,3.82,1.25,1
Clay,Outdoor,13,3.12,1.35,0
Clay,Outdoor,-11,1.31,3.35,1
Clay,Outdoor,47,23.84,1.01,0
Clay,Outdoor,-6,1.13,5.88,1
Clay,Outdoor,30,5.39,1.15,0
Clay,Outdoor,4,3.38,1.31,0
Clay,Outdoor,-3,1.14,5.48,1
Clay,Outdoor,-1,1.36,3.15,0
Clay,Outdoor,-2,2.99,1.4,1
Grass,Outdoor,-36,3.18,1.33,0
Grass,Outdoor,3,2.46,1.52,1
Grass,Outdoor,182,3.83,1.24,1
Grass,Outdoor,48,2.36,1.55,0
Grass,Outdoor,-161,1.21,4.24,1
Grass,Outdoor,22,4.46,1.19,0
Grass,Outdoor,38,2.45,1.52,0
Grass,Outdoor,-133,1.17,4.69,1
Grass,Outdoor,88,3.84,1.24,0
Grass,Outdoor,-12,1.49,2.55,0
Grass,Outdoor,-20,1.15,5.16,1
Grass,Outdoor,-93,1.25,3.71,1
Grass,Outdoor,-8,2.39,1.55,1
Grass,Outdoor,-162,1.1,6.46,1
Grass,Outdoor,121,4.63,1.19,0
Grass,Outdoor,55,1.24,3.85,1
Grass,Outdoor,71,3.56,1.28,0
Grass,Outdoor,-211,1.11,6.31,1
Grass,Outdoor,60,4.72,1.17,0
Grass,Outdoor,-15,4.73,1.17,0
Grass,Outdoor,-35,1.21,4.2,1
Grass,Outdoor,-28,1.7,2.09,0
Grass,Outdoor,35,3.01,1.36,0
Grass,Outdoor,22,1.26,3.66,1
Grass,Outdoor,43,2.35,1.56,1
Grass,Outdoor,-24,2.17,1.65,1
Grass,Outdoor,-5,1.7,2.1,1
Grass,Outdoor,10,2.97,1.37,0
Grass,Outdoor,41,2.66,1.45,1
Grass,Outdoor,64,2.7,1.44,1
Grass,Outdoor,-22,1.6,2.28,1
Grass,Outdoor,43,1.75,2,0
Grass,Outdoor,-29,1.36,3.04,1
Grass,Outdoor,-57,1.36,3.03,1
Grass,Outdoor,-67,1.27,3.62,1
Grass,Outdoor,30,1.5,2.49,1
Grass,Outdoor,879,8.25,1.06,0
Grass,Outdoor,98,9.74,1.05,0
Grass,Outdoor,34,2.14,1.66,0
Grass,Outdoor,-34,1.41,2.8,1
Grass,Outdoor,-40,1.6,2.27,1
Grass,Outdoor,39,1.91,1.82,1
Grass,Outdoor,-9,1.84,1.86,1
Grass,Outdoor,59,3.22,1.32,0
Grass,Outdoor,29,2.8,1.41,0
Grass,Outdoor,142,1.5,2.5,1
Grass,Outdoor,39,5.28,1.14,0
Grass,Outdoor,-22,1.53,2.43,1
Grass,Outdoor,-52,1.32,3.24,1
Grass,Outdoor,-101,2.04,1.73,0
Grass,Outdoor,73,3.93,1.24,0
Grass,Outdoor,45,5.18,1.15,0
Grass,Outdoor,-84,1.28,3.46,1
Grass,Outdoor,24,1.58,2.3,0
Grass,Outdoor,105,1.56,2.35,0
Grass,Outdoor,-31,1.62,2.25,1
Grass,Outdoor,75,3.04,1.35,0
Grass,Outdoor,80,2.03,1.74,0
Grass,Outdoor,202,4.43,1.19,1
Grass,Outdoor,-60,1.18,4.6,1
Grass,Outdoor,-49,1.4,2.82,1
Grass,Outdoor,119,3.14,1.34,0
Grass,Outdoor,60,5.73,1.12,0
Grass,Outdoor,-85,1.18,4.54,1
Grass,Outdoor,36,5.29,1.14,0
Grass,Outdoor,176,3.57,1.27,0
Grass,Outdoor,-82,1.41,2.84,1
Grass,Outdoor,20,1.78,1.96,1
Grass,Outdoor,167,14.41,1.02,0
Grass,Outdoor,50,10,1.05,0
Grass,Outdoor,38,3.01,1.36,1
Grass,Outdoor,29,3.16,1.34,0
Grass,Outdoor,-1,1.7,2.09,1
Grass,Outdoor,-27,1.23,4.1,1
Grass,Outdoor,-6,1.35,3.05,1
Grass,Outdoor,-32,1.11,6.22,0
Grass,Outdoor,56,7.99,1.07,0
Grass,Outdoor,-3,1.34,3.12,1
Grass,Outdoor,190,4.46,1.19,1
Grass,Outdoor,13,2.73,1.43,0
Grass,Outdoor,23,4.62,1.19,0
Grass,Outdoor,18,3.42,1.29,1
Grass,Outdoor,-162,1.52,2.45,0
Grass,Outdoor,6,2.37,1.56,0
Grass,Outdoor,197,7.52,1.08,0
Grass,Outdoor,15,3.8,1.26,0
Grass,Outdoor,53,8.81,1.05,0
Grass,Outdoor,241,4.93,1.15,0
Grass,Outdoor,22,1.32,3.25,1
Grass,Outdoor,-10,2.66,1.45,0
Grass,Outdoor,-36,1.66,2.14,1
Grass,Outdoor,-48,1.13,5.62,0
Grass,Outdoor,6,3.31,1.32,1
Grass,Outdoor,520,7.91,1.07,0
Grass,Outdoor,149,3.56,1.27,0
Grass,Outdoor,-33,2.3,1.57,0
Grass,Outdoor,83,2.08,1.7,1
Grass,Outdoor,319,3.44,1.29,0
Grass,Outdoor,36,3,1.36,1
Grass,Outdoor,42,3.59,1.27,0
Grass,Outdoor,-41,4.14,1.21,1
Grass,Outdoor,146,3.08,1.34,0
Grass,Outdoor,35,2.38,1.54,0
Grass,Outdoor,-26,1.32,3.24,0
Grass,Outdoor,72,2.53,1.49,0
Grass,Outdoor,-9,3.02,1.36,0
Grass,Outdoor,-38,1.35,3.1,0
Grass,Outdoor,-30,1.26,3.72,1
Grass,Outdoor,-20,3.88,1.24,0
Grass,Outdoor,59,1.65,2.17,0
Grass,Outdoor,38,2.37,1.56,0
Grass,Outdoor,34,2.65,1.45,0
Grass,Outdoor,-6,2.8,1.4,1
Grass,Outdoor,2,3.03,1.36,1
Grass,Outdoor,-20,1.58,2.33,1
Grass,Outdoor,-29,1.39,2.89,1
Grass,Outdoor,21,3.3,1.32,1
Grass,Outdoor,-178,1.26,3.72,0
Grass,Outdoor,-20,1.7,2.09,1
Grass,Outdoor,-11,1.59,2.28,0
Grass,Outdoor,-60,1.39,2.85,0
Grass,Outdoor,46,2.21,1.62,1
Grass,Outdoor,-14,1.62,2.2,1
Grass,Outdoor,-177,1.87,1.86,1
Grass,Outdoor,-25,1.45,2.65,1
Grass,Outdoor,6,1.26,3.61,0
Grass,Outdoor,-107,1.55,2.37,1
Grass,Outdoor,-28,1.28,3.57,0
Grass,Outdoor,19,2.42,1.53,0
Grass,Outdoor,26,5.05,1.15,0
Grass,Outdoor,-28,1.59,2.27,1
Grass,Outdoor,45,3.05,1.35,0
Grass,Outdoor,-45,1.3,3.34,1
Grass,Outdoor,-41,1.44,2.67,1
Grass,Outdoor,92,2.75,1.42,0
Grass,Outdoor,-4,1.31,3.31,1
Grass,Outdoor,29,2.1,1.69,0
Grass,Outdoor,-12,1.99,1.76,1
Grass,Outdoor,-75,1.15,4.89,1
Grass,Outdoor,-60,1.28,3.48,0
Grass,Outdoor,27,1.91,1.84,0
Grass,Outdoor,-100,1.27,3.54,1
Grass,Outdoor,79,4.73,1.17,0
Grass,Outdoor,-7,2.52,1.5,0
Grass,Outdoor,-39,1.15,4.91,1
Grass,Outdoor,-11,1.42,2.75,0
Grass,Outdoor,-29,1.58,2.31,0
Grass,Outdoor,-28,1.93,1.82,0
Grass,Outdoor,19,1.3,3.36,1
Grass,Outdoor,-85,1.67,2.13,0
Grass,Outdoor,270,5.97,1.12,0
Grass,Outdoor,26,3.95,1.23,1
Grass,Outdoor,803,2.11,1.68,0
Grass,Outdoor,39,1.91,1.82,0
Grass,Outdoor,94,10.83,1.04,0
Grass,Outdoor,32,4.89,1.16,0
Grass,Outdoor,-9,1.53,2.45,0
Grass,Outdoor,89,24.71,1.01,0
Grass,Outdoor,35,7.01,1.09,0
Grass,Outdoor,-35,1.79,1.97,1
Grass,Outdoor,90,7.43,1.08,0
Grass,Outdoor,-86,1.53,2.43,1
Grass,Outdoor,51,5.54,1.13,0
Grass,Outdoor,122,2.59,1.46,0
Grass,Outdoor,-7,1.15,5.07,1
Grass,Outdoor,-74,1.02,16.15,1
Grass,Outdoor,-55,1.01,23.49,1
Grass,Outdoor,38,2.34,1.57,0
Grass,Outdoor,-146,1.03,11.43,1
Grass,Outdoor,13,7.04,1.09,0
Grass,Outdoor,-227,1.06,8.8,1
Grass,Outdoor,86,1.38,2.91,1
Grass,Outdoor,-4,1.4,2.84,1
Grass,Outdoor,115,1.52,2.45,1
Grass,Outdoor,50,1.92,1.82,0
Grass,Outdoor,9,1.57,2.32,1
Grass,Outdoor,91,15.16,1.02,0
Grass,Outdoor,126,3.36,1.3,0
Grass,Outdoor,129,3.15,1.34,0
Grass,Outdoor,130,1.7,2.09,0
Grass,Outdoor,26,1.63,2.21,1
Grass,Outdoor,-26,1.28,3.52,1
Grass,Outdoor,-70,1.14,5.26,1
Grass,Outdoor,-131,2.24,1.61,0
Grass,Outdoor,7,2.15,1.67,1
Grass,Outdoor,283,9.54,1.05,0
Grass,Outdoor,-74,1.04,11.22,1
Grass,Outdoor,58,26.37,1.01,0
Grass,Outdoor,72,4.14,1.22,0
Grass,Outdoor,-61,1.11,6.16,1
Grass,Outdoor,4,1.37,3.01,1
Grass,Outdoor,26,1.13,5.76,1
Grass,Outdoor,161,3.06,1.36,0
Grass,Outdoor,75,1.17,4.81,0
Grass,Outdoor,109,11.29,1.04,0
Grass,Outdoor,112,7.22,1.09,0
Grass,Outdoor,-50,1.47,2.6,1
Grass,Outdoor,454,3.59,1.27,1
Grass,Outdoor,78,1.66,2.16,1
Grass,Outdoor,-62,1.22,4.17,1
Grass,Outdoor,-52,1.01,17.73,1
Grass,Outdoor,-157,1.37,3,1
Grass,Outdoor,-36,1.6,2.27,1
Grass,Outdoor,77,3.14,1.34,0
Grass,Outdoor,85,2.82,1.4,1
Grass,Outdoor,-47,1.47,2.58,1
Grass,Outdoor,-112,1.02,14.82,1
Grass,Outdoor,48,2,1.76,0
Grass,Outdoor,-33,1.42,2.76,1
Grass,Outdoor,78,4.73,1.17,0
Grass,Outdoor,-146,1.38,2.94,1
Grass,Outdoor,-22,1.34,3.15,1
Grass,Outdoor,70,5.91,1.11,0
Grass,Outdoor,-56,1.26,3.7,1
Grass,Outdoor,53,6.27,1.11,0
Grass,Outdoor,102,5.12,1.16,1
Grass,Outdoor,68,24.63,1.01,0
Grass,Outdoor,52,1.95,1.8,1
Grass,Outdoor,51,1.35,3.08,0
Grass,Outdoor,-69,1.28,3.54,1
Grass,Outdoor,-79,1.01,16.67,1
Grass,Outdoor,36,2.5,1.51,1
Grass,Outdoor,149,8.88,1.06,0
Grass,Outdoor,67,3.18,1.33,1
Grass,Outdoor,68,2.43,1.53,0
Grass,Outdoor,-13,1.51,2.49,1
Grass,Outdoor,-53,1.06,8.67,1
Grass,Outdoor,115,2.52,1.5,1
Grass,Outdoor,125,3.3,1.31,0
Grass,Outdoor,34,17.73,1.01,0
Grass,Outdoor,55,5.58,1.13,0
Grass,Outdoor,-45,1.26,3.67,0
Grass,Outdoor,54,6.93,1.09,0
Grass,Outdoor,24,1.6,2.26,1
Grass,Outdoor,-8,1.84,1.89,1
Grass,Outdoor,331,1.36,3.01,1
Grass,Outdoor,52,8.01,1.07,0
Grass,Outdoor,-43,1.12,5.74,1
Grass,Outdoor,-32,2.68,1.44,1
Grass,Outdoor,-51,1.3,3.35,1
Grass,Outdoor,-52,1.01,25.46,1
Grass,Outdoor,-116,1.12,5.85,1
Grass,Outdoor,-42,1.91,1.82,1
Grass,Outdoor,-79,2.86,1.39,0
Grass,Outdoor,34,3.7,1.26,1
Grass,Outdoor,103,6.07,1.11,0
Grass,Outdoor,-29,1.07,7.8,1
Grass,Outdoor,49,3.43,1.29,0
Grass,Outdoor,91,13.57,1.02,0
Grass,Outdoor,5,1.22,3.6,1
Grass,Outdoor,-65,1.06,9.08,1
Grass,Outdoor,85,3.62,1.27,1
Grass,Outdoor,-20,1.04,11,1
Grass,Outdoor,-150,1.1,6.57,1
Grass,Outdoor,-459,1.26,3.67,1
Grass,Outdoor,2,1.82,1.92,1
Grass,Outdoor,22,2.85,1.4,0
Grass,Outdoor,153,5.36,1.14,1
Grass,Outdoor,-28,1.02,13.69,1
Grass,Outdoor,31,1.75,2.02,1
Grass,Outdoor,116,2.43,1.54,1
Grass,Outdoor,-9,1.27,3.68,1
Grass,Outdoor,49,3.53,1.29,0
Grass,Outdoor,33,8.18,1.07,0
Grass,Outdoor,-2,1.42,2.78,0
Grass,Outdoor,20,4.37,1.2,0
Grass,Outdoor,14,15.07,1.02,0
Grass,Outdoor,13,1.43,2.74,1
Grass,Outdoor,156,6.98,1.09,0
Grass,Outdoor,16,5.22,1.15,1
Grass,Outdoor,8,5.06,1.16,0
Grass,Outdoor,-40,1.09,7.11,1
Grass,Outdoor,17,2.75,1.44,0
Grass,Outdoor,3,2.54,1.52,0
Grass,Outdoor,-1,1.65,2.23,0
Grass,Outdoor,-37,1.34,3.12,1
Grass,Outdoor,-145,1.18,4.56,1
Grass,Outdoor,4,1.18,4.56,1
Grass,Outdoor,-104,1.14,5.27,1
Grass,Outdoor,-50,3.01,1.36,0
Grass,Outdoor,-22,1.89,1.86,1
Grass,Outdoor,267,6.23,1.11,1
Grass,Outdoor,429,2.87,1.39,1
Grass,Outdoor,-196,1.4,2.84,1
Grass,Outdoor,307,2.48,1.51,0
Grass,Outdoor,-56,1.27,3.58,1
Grass,Outdoor,120,7.86,1.07,0
Grass,Outdoor,-92,1.65,2.17,0
Grass,Outdoor,68,2.92,1.38,1
Grass,Outdoor,-279,1.15,5.04,0
Grass,Outdoor,645,1.65,2.18,1
Grass,Outdoor,-65,1.73,2.04,0
Grass,Outdoor,21,1.88,1.85,0
Grass,Outdoor,-81,1.67,2.13,1
Grass,Outdoor,-355,1.35,3.07,1
Grass,Outdoor,123,3.16,1.34,0
Grass,Outdoor,367,1.2,4.33,0
Grass,Outdoor,17,1.68,2.11,0
Grass,Outdoor,-334,1.14,5.38,0
Grass,Outdoor,-40,2.13,1.67,1
Grass,Outdoor,20,3.53,1.28,0
Grass,Outdoor,83,2.66,1.46,0
Grass,Outdoor,-33,2.16,1.66,1
Grass,Outdoor,-50,1.27,3.66,1
Grass,Outdoor,-287,1.23,3.95,1
Grass,Outdoor,-28,1.37,2.97,1
Clay,Outdoor,-54,1.29,3.47,0
Clay,Outdoor,27,1.68,2.11,0
Clay,Outdoor,221,3.71,1.26,1
Clay,Outdoor,-217,1.17,4.79,1
Clay,Outdoor,-26,1.35,3.08,0
Clay,Outdoor,-452,1.62,2.21,1
Clay,Outdoor,14,1.49,2.55,0
Clay,Outdoor,-105,1.28,3.55,1
Clay,Outdoor,96,3.32,1.31,0
Clay,Outdoor,-96,1.98,1.78,0
Clay,Outdoor,7,1.73,2.04,1
Clay,Outdoor,-34,1.37,2.95,1
Clay,Outdoor,-224,1.2,4.31,1
Clay,Outdoor,-130,1.1,6.44,1
Clay,Outdoor,-96,1.05,9.64,1
Clay,Outdoor,36,3.16,1.33,1
Clay,Outdoor,65,7.28,1.08,0
Clay,Outdoor,13,1.65,2.16,0
Clay,Outdoor,168,8.91,1.05,0
Clay,Outdoor,169,2.82,1.4,1
Clay,Outdoor,71,5.97,1.12,0
Clay,Outdoor,-46,1.1,6.8,1
Clay,Outdoor,-297,1.08,7.25,1
Clay,Outdoor,-68,1.09,6.97,1
Clay,Outdoor,3,2.75,1.42,0
Clay,Outdoor,8,3.86,1.24,0
Clay,Outdoor,1,2.18,1.65,0
Clay,Outdoor,-86,1.34,3.13,1
Clay,Outdoor,19,1.57,2.33,0
Clay,Outdoor,23,2.49,1.51,1
Clay,Outdoor,-168,1.27,3.59,0
Clay,Outdoor,-99,1.27,3.65,1
Clay,Outdoor,-9,2.51,1.5,0
Clay,Outdoor,140,3.22,1.33,0
Clay,Outdoor,-49,1.4,2.85,0
Clay,Outdoor,183,2.02,1.73,1
Clay,Outdoor,-1104,1.09,6.99,1
Clay,Outdoor,30,2.59,1.46,0
Clay,Outdoor,59,2.19,1.64,0
Clay,Outdoor,-28,1.93,1.81,1
Clay,Outdoor,-220,1.21,4.16,0
Clay,Outdoor,245,3.02,1.36,1
Clay,Outdoor,57,3.72,1.25,1
Clay,Outdoor,14,2.3,1.59,1
Clay,Outdoor,3,1.62,2.22,1
Clay,Outdoor,-195,1.76,2,0
Clay,Outdoor,-31,1.74,2.03,0
Clay,Outdoor,156,1.39,2.85,1
Clay,Outdoor,223,5.37,1.14,1
Clay,Outdoor,158,2.83,1.4,1
Clay,Outdoor,68,2.56,1.48,1
Clay,Outdoor,-47,1.48,2.57,1
Clay,Outdoor,197,2.97,1.37,0
Clay,Outdoor,142,2.62,1.47,0
Clay,Outdoor,8,1.93,1.81,1
Clay,Outdoor,-155,1.28,3.5,1
Clay,Outdoor,-14,1.72,2.04,1
Clay,Outdoor,-30,2.36,1.57,0
Hard,Outdoor,19,1.88,1.85,1
Hard,Outdoor,-21,2.2,1.63,1
Hard,Outdoor,22,2.5,1.5,1
Hard,Outdoor,-2,1.95,1.79,0
Hard,Outdoor,10,1.69,2.09,1
Hard,Outdoor,-108,1.6,2.26,0
Hard,Outdoor,-2,1.69,2.1,1
Hard,Outdoor,254,6.58,1.1,0
Hard,Outdoor,-51,1.34,3.13,1
Hard,Outdoor,18,2.02,1.75,0
