Surface,Court,ranking_diff,AvgW,AvgL,win
Hard,Outdoor,-14,1.39,2.9,1
Hard,Outdoor,28,2.29,1.59,0
Hard,Outdoor,-3,1.61,2.24,1
Hard,Outdoor,104,8.16,1.07,0
Hard,Outdoor,22,2.44,1.53,1
Hard,Outdoor,-22,2.35,1.57,1
Hard,Outdoor,32,4.11,1.21,0
Hard,Outdoor,91,10.98,1.04,0
Hard,Outdoor,-34,1.29,3.49,1
Hard,Outdoor,35,8.31,1.07,0
Hard,Outdoor,-74,1.36,3.03,0
Hard,Outdoor,20,2.68,1.44,0
Hard,Outdoor,-49,1.36,3.01,1
Hard,Outdoor,149,7.13,1.08,0
Hard,Outdoor,125,5.71,1.13,0
Hard,Outdoor,-22,1.89,1.86,0
Hard,Outdoor,41,4.99,1.17,0
Hard,Outdoor,-36,1.44,2.73,1
Hard,Outdoor,-34,1.48,2.58,0
Hard,Outdoor,-54,1.5,2.52,1
Hard,Outdoor,-20,1.4,2.86,0
Hard,Outdoor,-33,1.07,8.12,1
Hard,Outdoor,-52,1.11,6.24,1
Hard,Outdoor,5,1.47,2.6,0
Hard,Outdoor,45,6.85,1.09,0
Hard,Outdoor,6,1.99,1.77,1
Hard,Outdoor,18,3.45,1.29,0
Hard,Outdoor,84,3.27,1.32,0
Hard,Outdoor,-42,1.17,4.84,0
Hard,Outdoor,-1,2.06,1.72,0
Hard,Outdoor,-23,1.44,2.71,1
Hard,Outdoor,7,3.33,1.31,0
Hard,Outdoor,4,2.08,1.71,1
Hard,Outdoor,-30,1.51,2.49,1
Hard,Outdoor,2,2.21,1.64,0
Hard,Outdoor,10,2.93,1.38,1
Hard,Outdoor,9,2.23,1.63,1
Hard,Outdoor,-7,1.61,2.23,1
Hard,Outdoor,47,4.95,1.16,0
Hard,Outdoor,45,4.69,1.17,0
Hard,Outdoor,5,1.81,1.93,1
Hard,Outdoor,98,1.99,1.77,0
Hard,Outdoor,41,4.25,1.2,1
Hard,Outdoor,-35,1.33,3.21,1
Hard,Outdoor,-17,1.34,3.12,1
Hard,Outdoor,21,7.1,1.09,0
Hard,Outdoor,63,5.76,1.12,0
Hard,Outdoor,106,4.13,1.22,0
Hard,Outdoor,-6,2.7,1.44,0
Hard,Outdoor,9,1.33,3.22,1
Hard,Outdoor,221,10.76,1.04,0
Hard,Outdoor,-8,1.89,1.86,0
Hard,Outdoor,-51,1.2,4.35,0
Hard,Outdoor,35,3.96,1.23,0
Hard,Outdoor,28,3.34,1.3,0
Hard,Outdoor,106,2.36,1.56,0
Hard,Outdoor,65,3.31,1.31,0
Hard,Outdoor,40,5.34,1.14,0
Hard,Outdoor,323,9.78,1.05,0
Hard,Outdoor,-3,1.28,3.54,1
Hard,Outdoor,5,1.54,2.41,1
Hard,Outdoor,-11,1.59,2.29,0
Hard,Outdoor,-45,1.87,1.86,0
Hard,Outdoor,47,7.93,1.07,0
Hard,Outdoor,11,2.25,1.61,1
Hard,Outdoor,-22,1.76,1.99,0
Hard,Outdoor,-13,1.6,2.26,0
Hard,Outdoor,-3,1.63,2.22,1
Hard,Outdoor,-80,1.11,6.08,0
Hard,Outdoor,-29,1.98,1.74,0
Hard,Outdoor,39,5.52,1.14,0
Hard,Outdoor,-17,1.76,2.01,1
Hard,Outdoor,90,2.74,1.43,1
Hard,Outdoor,1,1.77,1.98,1
Hard,Outdoor,-17,1.53,2.43,0
Hard,Outdoor,39,2.24,1.61,0
Hard,Outdoor,47,4.87,1.16,0
Hard,Outdoor,33,4.7,1.17,0
Hard,Outdoor,-31,1.11,6.28,1
Hard,Outdoor,-16,1.82,1.93,0
Hard,Outdoor,-60,1.16,5.01,1
Hard,Outdoor,-15,1.57,2.33,0
Hard,Outdoor,1,1.73,2.05,1
Hard,Outdoor,-12,1.42,2.76,0
Hard,Outdoor,53,2.2,1.64,0
Hard,Outdoor,-30,1.31,3.3,1
Hard,Outdoor,-73,1.06,8.45,1
Hard,Outdoor,-4,2.44,1.53,0
Hard,Outdoor,45,3.68,1.26,0
Hard,Outdoor,-33,1.3,3.41,0
Hard,Outdoor,-6,1.82,1.93,1
Hard,Outdoor,25,3.94,1.24,1
Hard,Outdoor,5,2.19,1.64,0
Hard,Outdoor,-46,1.3,3.43,1
Hard,Outdoor,-14,1.4,2.84,1
Hard,Outdoor,-1,2.65,1.46,0
Hard,Indoor,-34,1.27,3.56,1
Hard,Indoor,43,2.27,1.59,1
Hard,Indoor,-36,1.35,3.03,0
Hard,Indoor,-13,1.26,3.63,1
Hard,Indoor,-21,1.46,2.61,1
Hard,Indoor,33,1.99,1.78,1
Hard,Indoor,-11,1.78,1.96,0
Hard,Indoor,87,4.66,1.17,0
Hard,Indoor,-90,1.68,2.11,1
Hard,Indoor,62,3.19,1.33,0
Hard,Indoor,55,6,1.11,0
Hard,Indoor,57,6.74,1.09,1
Hard,Indoor,-48,1.23,3.9,1
Hard,Indoor,71,2.9,1.38,1
Hard,Indoor,27,2.45,1.52,0
Hard,Indoor,-8,1.56,2.37,0
Hard,Indoor,-63,1.32,3.23,0
Hard,Indoor,-83,1.21,4.26,0
Hard,Indoor,97,5.09,1.15,1
Hard,Indoor,47,3.27,1.32,0
Hard,Indoor,-24,1.67,2.15,1
Hard,Indoor,-83,1.15,5.05,1
Hard,Indoor,-101,1.08,7.28,1
Hard,Indoor,13,2.64,1.46,0
Hard,Indoor,-51,1.65,2.17,1
Hard,Indoor,92,3.62,1.27,0
Hard,Indoor,21,3.01,1.37,0
Hard,Indoor,-91,1.2,4.31,1
Hard,Indoor,-4,1.87,1.87,1
Hard,Indoor,9,2.6,1.49,0
Hard,Indoor,19,3.34,1.31,0
Hard,Outdoor,-42,1.25,3.77,0
Hard,Outdoor,33,3.25,1.32,0
Hard,Outdoor,5,1.54,2.39,0
Hard,Outdoor,7,2.36,1.56,1
Hard,Outdoor,-65,1.37,2.99,1
Hard,Outdoor,-133,1.08,7.53,1
Hard,Outdoor,139,5.39,1.14,0
Hard,Outdoor,-191,1.09,6.94,1
Hard,Outdoor,132,6.08,1.11,0
Hard,Outdoor,-6,1.83,1.91,0
Hard,Outdoor,-7,1.95,1.8,1
Hard,Outdoor,71,3.5,1.28,0
Hard,Outdoor,204,5.92,1.12,0
Hard,Outdoor,-162,1.02,13.51,1
Hard,Outdoor,53,2.94,1.37,0
Hard,Outdoor,58,4.94,1.16,0
Hard,Outdoor,-4,2.4,1.54,0
Hard,Outdoor,28,2.2,1.64,1
Hard,Outdoor,-109,1.16,4.93,1
Hard,Outdoor,-82,1.15,5.09,1
Hard,Outdoor,-32,1.55,2.38,1
Hard,Outdoor,-220,1.63,2.21,1
Hard,Outdoor,-107,1.06,8.44,1
Hard,Outdoor,72,3.18,1.33,0
Hard,Outdoor,-44,1.22,4,1
Hard,Outdoor,-53,1.26,3.62,1
Hard,Outdoor,-31,1.23,3.94,1
Hard,Outdoor,-26,1.7,2.08,0
Hard,Outdoor,52,4.91,1.16,0
Hard,Outdoor,20,2.87,1.39,0
Hard,Outdoor,5,1.86,1.88,1
Hard,Indoor,7,2.69,1.43,0
Hard,Indoor,-12,1.28,3.53,1
Hard,Indoor,26,4.74,1.17,0
Hard,Indoor,187,5.42,1.14,0
Hard,Indoor,-43,1.86,1.88,0
Hard,Indoor,-16,1.56,2.33,1
Hard,Indoor,-124,1.3,3.35,1
Hard,Indoor,26,3.2,1.33,1
Hard,Indoor,-47,1.2,4.27,0
Hard,Indoor,37,2.9,1.38,0
Hard,Indoor,29,3.13,1.34,0
Hard,Indoor,-57,1.56,2.32,1
Hard,Indoor,170,6.52,1.1,1
Hard,Indoor,89,3.34,1.3,1
Hard,Indoor,-61,1.18,4.52,1
Hard,Indoor,41,7.09,1.08,0
Hard,Indoor,6,2.22,1.62,1
Hard,Indoor,29,3.12,1.34,1
Hard,Indoor,-24,1.54,2.39,1
Hard,Indoor,137,2.74,1.42,1
Hard,Indoor,51,1.7,2.07,1
Hard,Indoor,-53,1.33,3.17,1
Hard,Indoor,-70,1.13,5.51,0
Hard,Indoor,70,8.58,1.06,0
Hard,Indoor,17,2.18,1.64,0
Hard,Indoor,106,2.87,1.39,0
Hard,Indoor,50,7.27,1.08,0
Hard,Indoor,-86,1.44,2.67,1
Hard,Indoor,-59,1.49,2.52,1
Hard,Indoor,18,3.77,1.25,0
Hard,Indoor,-31,1.1,6.59,1
Hard,Indoor,-3,1.47,2.58,1
Hard,Indoor,56,2.24,1.61,1
Hard,Indoor,140,1.68,2.11,0
Hard,Indoor,-61,1.29,3.45,1
Hard,Indoor,2,1.88,1.86,0
Hard,Indoor,153,3.19,1.32,0
Hard,Indoor,19,1.99,1.77,0
Hard,Indoor,-90,1.12,5.91,1
Hard,Indoor,-77,1.2,4.36,1
Hard,Indoor,162,8.02,1.1,1
Hard,Indoor,-15,1.46,2.62,1
Hard,Indoor,39,2.29,1.59,0
Hard,Indoor,67,7.65,1.07,0
Hard,Indoor,31,1.75,2.02,1
Hard,Indoor,45,2.7,1.44,1
Hard,Indoor,-19,1.2,4.35,0
Hard,Indoor,-111,1.24,3.83,1
Hard,Indoor,-21,1.45,2.64,1
Hard,Indoor,-29,1.29,3.39,1
Hard,Indoor,-28,1.3,3.4,1
Hard,Indoor,55,4.58,1.18,1
Hard,Indoor,-15,1.27,3.59,0
Hard,Indoor,51,2.5,1.51,0
Hard,Indoor,-24,1.7,2.08,0
Hard,Indoor,-44,1.32,3.27,1
Hard,Indoor,-16,2.08,1.71,0
Hard,Indoor,-23,1.97,1.79,1
Hard,Indoor,3,2.15,1.66,0
Hard,Indoor,7,2.25,1.62,0
Hard,Indoor,5,2.52,1.51,1
Hard,Indoor,3,2.84,1.41,0
Hard,Indoor,-3,1.39,2.91,0
Hard,Indoor,5,2.69,1.45,1
Hard,Indoor,-1,1.23,4.08,1
Hard,Indoor,2,1.57,2.36,1
Hard,Indoor,2,1.97,1.8,1
Hard,Indoor,2,1.38,2.95,1
Hard,Indoor,-5,1.35,3.13,1
Hard,Indoor,5,4.02,1.23,1
Hard,Indoor,4,3.21,1.33,0
Hard,Indoor,2,2.92,1.39,0
Hard,Indoor,-1,1.71,2.09,1
Hard,Indoor,15,2.54,1.49,1
Hard,Indoor,-4,2.94,1.38,0
Hard,Indoor,19,5.71,1.13,1
Hard,Indoor,5,2.45,1.53,0
Hard,Indoor,5,2.63,1.46,0
Hard,Indoor,-10,1.2,4.28,0
Hard,Indoor,-8,2.07,1.7,0
Hard,Indoor,-2,1.27,3.61,1
Hard,Outdoor,-22,1.38,2.94,1
Hard,Outdoor,-40,1.3,3.36,1
Hard,Outdoor,-18,1.5,2.51,1
Hard,Outdoor,14,2.97,1.36,0
Hard,Outdoor,223,4.4,1.19,0
Hard,Outdoor,68,4.85,1.16,0
Hard,Outdoor,-3,2.07,1.7,0
Hard,Outdoor,-117,1.15,5.01,1
Hard,Outdoor,114,2.78,1.41,0
Hard,Outdoor,-119,1.37,2.99,1
Hard,Outdoor,41,3.34,1.31,0
Hard,Outdoor,-98,1.31,3.32,1
Hard,Outdoor,1,1.97,1.78,0
Hard,Outdoor,14,2.08,1.7,0
Hard,Outdoor,42,3.18,1.33,0
Hard,Outdoor,29,2.76,1.41,0
Hard,Outdoor,54,4.52,1.19,0
Hard,Outdoor,34,2.12,1.68,1
Hard,Outdoor,-31,1.22,4.08,1
Hard,Outdoor,-11,1.98,1.78,0
Hard,Outdoor,-35,1.35,3.14,0
Hard,Outdoor,-18,1.59,2.32,0
Hard,Outdoor,24,2.56,1.49,0
Hard,Outdoor,-19,1.61,2.24,0
Hard,Outdoor,-37,1.37,2.99,1
Hard,Outdoor,17,2.04,1.74,1
Hard,Outdoor,4,1.84,1.91,0
Hard,Outdoor,26,3.58,1.28,0
Hard,Outdoor,-12,1.51,2.48,1
Hard,Outdoor,-29,1.35,3.12,0
Hard,Outdoor,-28,1.36,3.06,0
Hard,Outdoor,-28,1.39,2.85,1
Hard,Outdoor,-29,1.33,3.15,0
Hard,Outdoor,-58,1.91,1.82,1
Hard,Outdoor,34,7.39,1.07,0
Hard,Outdoor,-6,1.79,1.94,0
Hard,Outdoor,28,1.92,1.83,0
Hard,Outdoor,-20,1.25,3.79,1
Hard,Outdoor,123,3.41,1.29,0
Hard,Outdoor,68,2.74,1.43,0
Hard,Outdoor,26,9.13,1.05,0
Hard,Outdoor,-27,1.25,3.77,1
Hard,Outdoor,20,3.61,1.27,0
Hard,Outdoor,-87,1.26,3.74,1
Hard,Outdoor,113,3.21,1.32,1
Hard,Outdoor,-42,1.19,4.25,1
Hard,Outdoor,56,10.39,1.04,0
Hard,Outdoor,34,4.38,1.2,0
Hard,Outdoor,-47,1.69,2.09,1
Hard,Outdoor,51,2.88,1.39,0
Hard,Outdoor,9,2.96,1.37,0
Hard,Outdoor,18,2.21,1.63,1
Hard,Outdoor,48,6.29,1.1,1
Hard,Outdoor,-140,1.08,7.18,1
Hard,Outdoor,64,9.93,1.04,0
Hard,Outdoor,12,4.6,1.17,1
Hard,Outdoor,3,1.59,2.29,0
Hard,Outdoor,-24,1.79,1.98,0
Hard,Outdoor,-41,1.11,6,1
Hard,Outdoor,11,5.51,1.13,1
Hard,Outdoor,-23,2.22,1.62,0
Hard,Outdoor,-10,2.72,1.43,0
Hard,Outdoor,-20,1.72,2.05,0
Hard,Outdoor,15,1.95,1.79,1
Hard,Outdoor,-202,1.34,3.07,0
Hard,Outdoor,-12,1.92,1.82,1
Hard,Outdoor,15,2.2,1.64,1
Hard,Outdoor,-12,1.15,5.02,1
Hard,Outdoor,19,2.63,1.45,0
Hard,Outdoor,80,3.32,1.31,1
Hard,Outdoor,58,2.04,1.74,0
Hard,Outdoor,18,2.34,1.56,0
Hard,Outdoor,-32,1.7,2.08,1
Hard,Outdoor,-618,1.12,6,1
Hard,Outdoor,17,2.14,1.73,0
Hard,Outdoor,183,1.87,1.86,1
Hard,Outdoor,-12,1.69,2.11,1
Hard,Outdoor,31,2.05,1.72,0
Hard,Outdoor,-186,2.15,1.66,0
Hard,Outdoor,16,2.13,1.68,0
Hard,Outdoor,-4,1.85,1.88,0
Hard,Outdoor,-16,1.65,2.17,0
Hard,Outdoor,106,3.11,1.34,0
Hard,Outdoor,235,3.81,1.24,0
Hard,Outdoor,37,1.66,2.15,1
Hard,Outdoor,-73,1.29,3.44,1
Hard,Outdoor,29,3.12,1.34,0
Hard,Outdoor,-30,2.07,1.71,0
Hard,Outdoor,-28,1.33,3.24,1
Hard,Outdoor,-197,1.96,1.79,1
Hard,Outdoor,-33,1.75,2.02,0
Hard,Outdoor,8,2.89,1.39,0
Hard,Outdoor,35,2.4,1.56,1
Hard,Outdoor,-3,1.4,2.85,0
Hard,Outdoor,-111,1.27,3.56,1
Hard,Outdoor,49,4.74,1.18,0
Hard,Outdoor,-6,1.5,2.52,1
Hard,Outdoor,11,1.72,2.07,0
Hard,Outdoor,-1,2.17,1.66,0
Hard,Outdoor,-3,1.63,2.22,1
Hard,Outdoor,-27,1.14,5.46,1
Hard,Outdoor,-137,1.04,10.11,1
Hard,Outdoor,-12,1.77,1.98,0
Hard,Outdoor,-107,1.44,2.72,1
Hard,Outdoor,94,4.62,1.18,0
Hard,Outdoor,-5,1.43,2.73,0
Hard,Outdoor,9,2.81,1.4,0
Hard,Outdoor,6,3.09,1.35,1
Hard,Outdoor,34,4.59,1.18,0
Hard,Outdoor,17,3.28,1.32,0
Hard,Outdoor,2,2.39,1.55,0
Hard,Outdoor,-10,1.53,2.45,0
Hard,Outdoor,-64,1.08,7.64,1
Hard,Outdoor,62,5.1,1.15,0
Hard,Outdoor,-11,1.29,3.46,1
Hard,Outdoor,-20,1.46,2.63,1
Hard,Outdoor,6,2.83,1.4,0
Hard,Outdoor,19,3.44,1.3,0
Hard,Outdoor,-7,1.76,2.01,0
Hard,Outdoor,3,3.01,1.37,1
Hard,Outdoor,-5,1.42,2.77,1
Hard,Outdoor,-2,1.61,2.26,1
Hard,Outdoor,-102,1.02,13.29,1
Hard,Outdoor,7,2.76,1.43,1
Hard,Outdoor,36,2.67,1.45,1
Hard,Outdoor,139,2.71,1.44,1
Hard,Outdoor,-34,1.79,1.97,0
Hard,Outdoor,-107,1.19,4.55,1
Hard,Outdoor,-59,1.08,7.5,1
Hard,Outdoor,-72,1.15,5.19,1
Hard,Outdoor,19,1.91,1.84,0
Hard,Outdoor,12,2.4,1.54,0
Hard,Outdoor,-116,1.11,6.11,0
Hard,Outdoor,-34,1.08,7.16,1
Hard,Outdoor,17,1.27,3.68,1
Hard,Outdoor,16,1.25,3.85,1
Hard,Outdoor,-61,1.05,9.68,1
Hard,Outdoor,103,3.91,1.24,0
Hard,Outdoor,-18,1.45,2.69,0
Hard,Outdoor,-209,1.02,14.14,1
Hard,Outdoor,-10,1.98,1.78,1
Hard,Outdoor,53,2.9,1.39,1
Hard,Outdoor,28,4.3,1.21,0
Hard,Outdoor,-31,1.54,2.43,0
Hard,Outdoor,38,1.75,2.02,0
Hard,Outdoor,-121,1.14,5.33,1
Hard,Outdoor,59,2.71,1.44,0
Hard,Outdoor,-93,1.39,2.89,0
Hard,Outdoor,587,3.06,1.35,0
Hard,Outdoor,94,2.18,1.65,1
Hard,Outdoor,29,3.67,1.26,0
Hard,Outdoor,157,3.32,1.31,0
Hard,Outdoor,53,2.59,1.48,0
Hard,Outdoor,102,7.61,1.08,0
Hard,Outdoor,22,2.52,1.5,0
Hard,Outdoor,-80,1.03,12.01,1
Hard,Outdoor,10,2.09,1.7,0
Hard,Outdoor,123,5.09,1.15,0
Hard,Outdoor,27,3.33,1.31,0
Hard,Outdoor,-147,1.06,8.7,1
Hard,Outdoor,-53,1.35,3.1,1
Hard,Outdoor,-25,1.56,2.38,1
Hard,Outdoor,17,2.07,1.71,1
Hard,Outdoor,-51,1.15,5.11,1
Hard,Outdoor,-27,1.79,1.97,0
Hard,Outdoor,-132,2.11,1.69,1
Hard,Outdoor,-64,1.12,5.87,1
Hard,Outdoor,-34,2.55,1.49,0
Hard,Outdoor,33,8.72,1.06,0
Hard,Outdoor,-54,1.2,4.3,1
Hard,Outdoor,54,4.23,1.21,1
Hard,Outdoor,-17,2.1,1.7,0
Hard,Outdoor,76,3.66,1.26,0
Hard,Outdoor,84,5.92,1.12,0
Hard,Outdoor,75,6.29,1.1,0
Hard,Outdoor,-4,2.28,1.6,0
Hard,Outdoor,37,2.72,1.43,0
Hard,Outdoor,44,2.99,1.37,1
Hard,Outdoor,-38,1.86,1.87,1
Hard,Outdoor,-18,1.32,3.28,1
Hard,Outdoor,85,3.34,1.31,0
Hard,Outdoor,-212,1.05,9.44,1
Hard,Outdoor,-45,1.31,3.33,1
Hard,Outdoor,-234,1.1,6.51,1
Hard,Outdoor,54,8.71,1.06,0
Hard,Outdoor,-33,1.05,9.33,1
Hard,Outdoor,-162,1.02,13.6,1
Hard,Outdoor,-86,1.48,2.57,1
Hard,Outdoor,-90,1.16,5.05,1
Hard,Outdoor,29,2.88,1.39,1
Hard,Outdoor,-93,1.02,13.45,1
Hard,Outdoor,-20,1.4,2.83,1
Hard,Outdoor,136,7.89,1.07,0
Hard,Outdoor,65,1.55,2.4,1
Hard,Outdoor,69,4.36,1.2,1
Hard,Outdoor,-63,1.34,3.17,1
Hard,Outdoor,-10,2.42,1.54,0
Hard,Outdoor,82,13.3,1.02,0
Hard,Outdoor,38,3.5,1.29,0
Hard,Outdoor,-11,3.14,1.34,0
Hard,Outdoor,181,11.39,1.03,0
Hard,Outdoor,-123,1.02,13.42,1
Hard,Outdoor,29,5.53,1.13,1
Hard,Outdoor,-140,1.05,10.08,1
Hard,Outdoor,-69,1.1,6.4,1
Hard,Outdoor,-44,1.23,3.95,1
Hard,Outdoor,17,2.15,1.66,1
Hard,Outdoor,67,5.95,1.12,0
Hard,Outdoor,37,13.41,1.02,0
Hard,Outdoor,13,1.45,2.66,1
Hard,Outdoor,-50,1.62,2.24,0
Hard,Outdoor,40,2.9,1.39,0
Hard,Outdoor,-56,1.03,12.54,1
Hard,Outdoor,74,6,1.12,1
Hard,Outdoor,19,2.14,1.67,0
Hard,Outdoor,73,3.63,1.27,0
Hard,Outdoor,-55,1.14,5.33,1
Hard,Outdoor,-76,1.09,6.84,1
Hard,Outdoor,-41,1.09,7.01,1
Hard,Outdoor,90,2.47,1.52,0
Hard,Outdoor,-57,1.53,2.46,1
Hard,Outdoor,-49,1.17,4.87,1
Hard,Outdoor,31,7.12,1.09,0
Hard,Outdoor,-29,1.33,3.25,1
Hard,Outdoor,7,5.54,1.13,0
Hard,Outdoor,-22,1.12,5.99,1
Hard,Outdoor,-27,1.18,4.67,1
Hard,Outdoor,11,2.2,1.65,0
Hard,Outdoor,26,4.18,1.22,0
Hard,Outdoor,-49,1.26,3.7,0
Hard,Outdoor,-44,1.21,4.23,1
Hard,Outdoor,29,2.71,1.44,1
Hard,Outdoor,4,2.13,1.68,0
Hard,Outdoor,-80,1.02,13.06,1
Hard,Outdoor,43,10.36,1.04,0
Hard,Outdoor,-15,1.17,4.77,1
Hard,Outdoor,8,1.62,2.27,1
Hard,Outdoor,12,2.56,1.49,0
Hard,Outdoor,-20,1.32,3.33,1
Hard,Outdoor,10,2.7,1.45,1
Hard,Outdoor,44,9.77,1.05,1
Hard,Outdoor,11,3.49,1.29,0
Hard,Outdoor,-5,1.38,2.96,1
Hard,Outdoor,13,2.11,1.71,1
Hard,Outdoor,46,7.1,1.09,0
Hard,Outdoor,52,3.84,1.25,0
Hard,Outdoor,11,1.96,1.82,0
Hard,Outdoor,-2,1.68,2.17,0
Hard,Outdoor,1,2.16,1.68,0
Hard,Indoor,40,3.39,1.3,0
Hard,Indoor,-10,1.22,4.05,1
Hard,Indoor,-41,1.14,5.29,0
Hard,Indoor,1,1.93,1.81,0
Hard,Indoor,-16,1.29,3.45,1
Hard,Indoor,-8,3.02,1.36,0
Hard,Indoor,-10,2.39,1.55,1
Hard,Indoor,-33,1.65,2.19,1
Hard,Indoor,8,2.64,1.46,0
Hard,Indoor,-63,1.68,2.12,1
Hard,Indoor,37,2.55,1.48,0
Hard,Indoor,38,2.18,1.64,1
Hard,Indoor,75,2.5,1.5,0
Hard,Indoor,118,7.36,1.08,0
Hard,Indoor,41,5.41,1.14,0
Hard,Indoor,10,3.08,1.35,0
Hard,Indoor,45,1.88,1.86,0
Hard,Indoor,1,2.23,1.62,1
Hard,Indoor,-19,1.18,4.7,1
Hard,Indoor,5,3.3,1.31,0
Hard,Indoor,-59,1.11,6.33,1
Hard,Indoor,-9,1.38,2.92,1
Hard,Indoor,-30,1.35,3.12,0
Hard,Indoor,-24,1.15,5.14,0
Hard,Indoor,-16,1.25,3.83,1
Hard,Indoor,-14,2.35,1.57,1
Hard,Indoor,-44,1.33,3.23,1
Hard,Indoor,-2,1.67,2.15,1
Hard,Indoor,-20,1.61,2.26,0
Hard,Outdoor,3,1.33,3.17,1
Hard,Outdoor,84,6.67,1.1,0
Hard,Outdoor,527,2.99,1.37,0
Hard,Outdoor,-51,2.24,1.61,1
Hard,Outdoor,-210,1.02,14.57,1
Hard,Outdoor,-29,2.22,1.62,0
Hard,Outdoor,47,3.02,1.36,0
Hard,Outdoor,48,3.82,1.24,1
Hard,Outdoor,11,1.52,2.46,0
Hard,Outdoor,-277,1.08,7.1,1
Hard,Outdoor,-72,1.24,3.93,0
Hard,Outdoor,124,6.02,1.11,1
Hard,Outdoor,47,2.77,1.42,1
Hard,Outdoor,-417,1.03,11.71,1
Hard,Outdoor,77,3.94,1.23,0
Hard,Outdoor,-55,1.27,3.61,1
Hard,Outdoor,16,1.59,2.3,0
Hard,Outdoor,76,5.09,1.15,0
Hard,Outdoor,99,6.62,1.1,0
Hard,Outdoor,-72,1.39,2.86,1
Hard,Outdoor,-23,1.62,2.22,0
Hard,Outdoor,41,3.88,1.24,0
Hard,Outdoor,-81,1.67,2.13,0
Hard,Outdoor,-65,1.19,4.44,1
Hard,Outdoor,-48,1.91,1.84,0
Hard,Outdoor,-46,1.36,3.03,0
Hard,Outdoor,-68,1.48,2.56,1
Hard,Outdoor,39,2.75,1.42,0
Hard,Outdoor,-28,2.01,1.75,1
Hard,Outdoor,139,4.16,1.21,0
Hard,Outdoor,6,2.45,1.53,0
Clay,Outdoor,-75,1.49,2.53,0
Clay,Outdoor,45,2.36,1.55,1
Clay,Outdoor,-47,3.5,1.28,0
Clay,Outdoor,252,5.02,1.16,0
Clay,Outdoor,-294,1.18,4.58,1
Clay,Outdoor,47,3.5,1.29,0
Clay,Outdoor,-116,1.22,4.07,1
Clay,Outdoor,125,4.62,1.18,0
Clay,Outdoor,33,2.07,1.71,0
Clay,Outdoor,104,4.01,1.23,1
Clay,Outdoor,-44,3.21,1.33,0
Clay,Outdoor,-110,1.41,2.83,0
Clay,Outdoor,23,1.72,2.06,1
Clay,Outdoor,-121,1.76,2,1
Clay,Outdoor,-68,1.98,1.78,1
Clay,Outdoor,65,1.55,2.39,1
Clay,Outdoor,69,3.13,1.34,1
Clay,Outdoor,-64,1.73,2.04,0
Clay,Outdoor,-90,3.21,1.33,0
Clay,Outdoor,121,3.35,1.31,1
Clay,Outdoor,-50,1.55,2.37,0
Clay,Outdoor,-70,1.39,2.9,0
Clay,Outdoor,-88,1.43,2.73,1
Clay,Outdoor,30,4.31,1.2,0
Clay,Outdoor,73,1.55,2.38,0
Clay,Outdoor,-39,1.69,2.1,1
Clay,Outdoor,65,1.77,1.99,0
Clay,Outdoor,-33,1.52,2.48,0
Clay,Outdoor,-15,1.86,1.88,1
Clay,Outdoor,46,1.86,1.88,1
Clay,Outdoor,56,2.12,1.7,1
Hard,Outdoor,297,11.4,1.03,0
Hard,Outdoor,-1,1.64,2.19,1
Hard,Outdoor,42,1.73,2.05,1
Hard,Outdoor,-29,1.34,3.13,0
Hard,Outdoor,540,15.83,1.01,0
Hard,Outdoor,10,1.54,2.4,1
Hard,Outdoor,111,5.58,1.13,0
Hard,Outdoor,-36,1.16,4.97,1
Hard,Outdoor,29,1.89,1.84,1
Hard,Outdoor,-5,1.74,2.02,1
Hard,Outdoor,22,4.04,1.23,0
Hard,Outdoor,-23,1.57,2.34,1
Hard,Outdoor,-8,1.35,3.08,1
Hard,Outdoor,-8,2.73,1.43,0
Hard,Outdoor,8,2.21,1.63,1
Hard,Outdoor,30,2.58,1.47,0
Hard,Outdoor,-56,1.38,2.97,1
Hard,Outdoor,-19,2,1.77,1
Hard,Outdoor,46,6.91,1.09,0
Hard,Outdoor,39,4.22,1.21,0
Hard,Outdoor,8,1.53,2.45,0
Hard,Outdoor,-43,1.39,2.93,0
Hard,Outdoor,6,1.55,2.39,1
Hard,Outdoor,-1101,1.07,8.05,1
Hard,Outdoor,-19,1.26,3.69,1
Hard,Outdoor,15,2.54,1.5,1
Hard,Outdoor,-24,1.22,4.17,0
Hard,Outdoor,-83,1.07,8.22,1
Hard,Outdoor,23,2.4,1.55,1
Hard,Outdoor,24,4.18,1.22,1
Hard,Outdoor,-7,1.43,2.72,1
Hard,Outdoor,-67,1.36,3.02,0
Hard,Outdoor,22,1.88,1.85,1
Hard,Outdoor,93,3.31,1.31,1
Hard,Outdoor,16,1.38,2.94,1
Hard,Outdoor,-59,1.64,2.2,1
Hard,Outdoor,-24,1.33,3.21,0
Hard,Outdoor,-38,1.11,6.35,1
Hard,Outdoor,11,3.65,1.27,1
Hard,Outdoor,-44,1.54,2.43,1
Hard,Outdoor,-1,2.26,1.61,0
Hard,Outdoor,-17,1.35,3.1,1
Hard,Outdoor,108,9.12,1.05,0
Hard,Outdoor,59,2.21,1.63,0
Hard,Outdoor,-62,1.03,11.46,1
Hard,Outdoor,-25,1.36,3.04,1
Hard,Outdoor,10,2.36,1.56,1
Hard,Outdoor,-39,1.22,4.13,1
Hard,Outdoor,-26,1.34,3.16,1
