Surface,Court,ranking_diff,AvgW,AvgL,win
Hard,Outdoor,-66,1.16,5.1,1
Hard,Outdoor,-11,1.89,1.88,1
Hard,Outdoor,-14,1.75,2.05,0
Hard,Outdoor,-33,1.37,3,1
Hard,Outdoor,-19,1.42,2.79,1
Hard,Outdoor,39,1.88,1.89,1
Hard,Outdoor,-47,1.07,8.45,1
Hard,Outdoor,141,3.04,1.36,0
Hard,Outdoor,408,2.98,1.38,0
Hard,Outdoor,-48,2.2,1.65,1
Hard,Outdoor,-25,1.34,3.18,1
Hard,Outdoor,81,1.62,2.25,0
Hard,Outdoor,9,2.57,1.49,1
Hard,Outdoor,-43,1.31,3.35,0
Hard,Outdoor,-9,1.83,1.93,1
Hard,Outdoor,-137,1.08,7.96,0
Hard,Outdoor,-15,1.44,2.71,1
Hard,Outdoor,-96,1.21,4.24,1
Hard,Outdoor,143,4.67,1.18,1
Hard,Outdoor,8,1.4,2.9,1
Hard,Outdoor,55,3.84,1.25,1
Hard,Outdoor,-139,2.21,1.64,0
Hard,Outdoor,-16,1.77,2.01,0
Hard,Outdoor,-33,1.14,5.41,0
Hard,Outdoor,143,1.96,1.81,0
Hard,Outdoor,118,2.25,1.62,0
Hard,Outdoor,192,4.41,1.2,0
Hard,Outdoor,91,4.01,1.23,0
Hard,Outdoor,91,6.67,1.1,0
Hard,Outdoor,-50,1.21,4.29,0
Hard,Outdoor,86,1.46,2.64,0
Hard,Outdoor,-14,1.5,2.54,0
Hard,Outdoor,-11,1.34,3.17,1
Hard,Outdoor,-53,1.91,1.85,0
Hard,Outdoor,-91,1.05,9.91,1
Hard,Outdoor,87,4.85,1.17,1
Hard,Outdoor,182,13.74,1.03,0
Hard,Outdoor,-18,1.81,1.96,1
Hard,Outdoor,51,4.23,1.21,0
Hard,Outdoor,-6,1.21,4.3,1
Hard,Outdoor,14,2.05,1.74,1
Hard,Outdoor,12,1.4,2.87,1
Hard,Outdoor,-28,1.34,3.18,1
Hard,Outdoor,-69,1.29,3.53,1
Hard,Outdoor,44,4.41,1.2,0
Hard,Outdoor,-302,1.54,2.45,0
Hard,Outdoor,-41,1.36,3.1,1
Hard,Outdoor,-91,1.12,6.01,1
Hard,Outdoor,-63,1.26,3.72,0
Hard,Outdoor,-41,1.35,3.1,1
Hard,Outdoor,51,2.27,1.61,1
Hard,Outdoor,134,13.81,1.02,0
Hard,Outdoor,88,5.29,1.15,0
Hard,Outdoor,64,7.57,1.08,0
Hard,Outdoor,38,2.41,1.55,0
Hard,Outdoor,63,1.71,2.1,1
Hard,Outdoor,42,2.59,1.48,0
Hard,Outdoor,-11,2.24,1.63,0
Hard,Outdoor,-26,2.13,1.7,0
Hard,Outdoor,-55,1.42,2.78,1
Hard,Outdoor,71,8.17,1.07,0
Hard,Outdoor,21,2.11,1.7,1
Hard,Outdoor,52,3.94,1.24,0
Hard,Outdoor,33,8.24,1.07,0
Hard,Outdoor,24,2.05,1.74,0
Hard,Outdoor,-14,1.72,2.08,1
Hard,Outdoor,-105,1.02,14.31,1
Hard,Outdoor,88,1.5,2.54,1
Hard,Outdoor,-9,1.68,2.14,1
Hard,Outdoor,6,1.74,2.06,1
Hard,Outdoor,-50,2.14,1.69,0
Hard,Outdoor,-27,3.51,1.29,0
Hard,Outdoor,25,2.86,1.4,0
Hard,Outdoor,-34,1.34,3.21,1
Hard,Outdoor,39,1.75,2.05,0
Hard,Outdoor,163,6.62,1.11,0
Hard,Outdoor,148,15.69,1.02,0
Hard,Outdoor,54,2.06,1.74,1
Hard,Outdoor,-11,1.67,2.17,1
Hard,Outdoor,-55,1.41,2.86,1
Hard,Outdoor,43,3.3,1.32,0
Hard,Outdoor,-58,1.51,2.5,1
Hard,Outdoor,187,2.3,1.6,1
Hard,Outdoor,65,6.16,1.12,0
Hard,Outdoor,59,6.72,1.1,0
Hard,Outdoor,-64,1.05,9.88,1
Hard,Outdoor,-100,1.24,3.95,1
Hard,Outdoor,35,5.54,1.14,0
Hard,Outdoor,37,4.56,1.19,0
Hard,Outdoor,202,7.97,1.07,0
Hard,Outdoor,-35,1.68,2.15,1
Hard,Outdoor,-70,1.15,5.24,1
Hard,Outdoor,37,3.46,1.3,0
Hard,Outdoor,-42,1.66,2.2,1
Hard,Outdoor,88,2.96,1.38,0
Hard,Outdoor,-6,2.85,1.41,0
Hard,Outdoor,-39,1.08,7.64,1
Hard,Outdoor,47,3.7,1.26,0
Hard,Outdoor,379,5.42,1.14,0
Hard,Outdoor,36,2.09,1.72,1
Hard,Outdoor,16,2.42,1.55,1
Hard,Outdoor,-44,1.52,2.49,1
Hard,Outdoor,-66,1.44,2.75,0
Hard,Outdoor,-69,1.48,2.62,1
Hard,Outdoor,9,2.18,1.67,0
Hard,Outdoor,-29,1.29,3.55,1
Hard,Outdoor,62,1.97,1.81,0
Hard,Outdoor,-255,1.06,9.09,1
Hard,Outdoor,29,7.65,1.08,0
Hard,Outdoor,-24,1.22,4.11,1
Hard,Outdoor,17,2.42,1.55,0
Hard,Outdoor,-15,1.39,2.96,1
Hard,Outdoor,-9,1.65,2.22,1
Hard,Outdoor,25,8.86,1.06,0
Hard,Outdoor,-27,1.52,2.51,0
Hard,Outdoor,21,1.21,4.31,1
Hard,Outdoor,-31,1.24,4,0
Hard,Outdoor,35,5.6,1.14,0
Hard,Outdoor,-62,1.28,3.67,1
Hard,Outdoor,-20,1.13,5.83,1
Hard,Outdoor,77,7.85,1.08,0
Hard,Outdoor,-34,2.9,1.4,1
Hard,Outdoor,-23,1.22,4.26,1
Hard,Outdoor,-29,1.4,2.9,1
Hard,Outdoor,12,2.77,1.44,1
Hard,Outdoor,-8,1.33,3.29,0
Hard,Outdoor,5,3.15,1.36,0
Hard,Outdoor,17,2.29,1.62,1
Hard,Outdoor,-9,1.18,4.87,1
Hard,Outdoor,-9,1.22,4.28,1
Hard,Outdoor,-34,1.15,5.65,1
Hard,Outdoor,1,2.84,1.44,0
Hard,Indoor,10,1.99,1.77,1
Hard,Indoor,-38,2.72,1.43,0
Hard,Indoor,56,1.73,2.05,1
Hard,Indoor,18,1.97,1.79,0
Hard,Indoor,43,2.76,1.42,0
Hard,Indoor,285,4.4,1.2,0
Hard,Indoor,7,1.31,3.28,1
Hard,Indoor,197,3.82,1.24,1
Hard,Indoor,-34,1.21,4.11,1
Hard,Indoor,177,3.33,1.31,0
Hard,Indoor,2,1.85,1.91,0
Hard,Indoor,14,1.64,2.19,0
Hard,Indoor,-91,1.45,2.64,1
Hard,Indoor,41,3.07,1.35,0
Hard,Indoor,229,7.53,1.08,0
Hard,Indoor,40,2.47,1.51,0
Hard,Indoor,-59,1.39,2.88,1
Hard,Indoor,-4,2.02,1.75,0
Hard,Indoor,71,3.35,1.3,1
Hard,Indoor,-35,1.31,3.3,0
Hard,Indoor,7,2.31,1.59,1
Hard,Indoor,64,2.36,1.56,0
Hard,Indoor,-19,1.57,2.35,1
Hard,Indoor,-6,2.23,1.63,1
Hard,Indoor,5,1.61,2.28,0
Hard,Indoor,-11,2.11,1.7,1
Hard,Indoor,5,1.69,2.13,0
Hard,Outdoor,40,5.54,1.13,1
Hard,Outdoor,34,2.15,1.66,0
Hard,Outdoor,2,2.67,1.44,0
Hard,Outdoor,-91,3.13,1.34,0
Hard,Outdoor,53,1.51,2.49,0
Hard,Outdoor,86,3.64,1.26,0
Hard,Outdoor,13,1.78,1.97,1
Hard,Outdoor,-144,1.43,2.7,1
Hard,Outdoor,113,1.67,2.14,0
Hard,Outdoor,-20,1.76,2.01,1
Hard,Outdoor,-49,1.61,2.25,1
Hard,Outdoor,-93,1.55,2.37,1
Hard,Outdoor,399,7.84,1.07,0
Hard,Outdoor,-61,1.58,2.29,0
Hard,Outdoor,40,2.72,1.42,1
Hard,Outdoor,86,2.18,1.64,0
Hard,Outdoor,83,3.64,1.27,1
Hard,Outdoor,-52,1.32,3.26,1
Hard,Outdoor,-125,3.38,1.3,0
Hard,Outdoor,81,3.22,1.32,0
Hard,Outdoor,-65,1.42,2.74,0
Hard,Outdoor,3,1.6,2.27,1
Hard,Outdoor,7,2.31,1.58,0
Hard,Outdoor,-14,1.59,2.28,0
Hard,Outdoor,-104,2.15,1.67,1
Hard,Outdoor,41,2.23,1.63,0
Hard,Outdoor,-57,1.4,2.84,1
Hard,Outdoor,-44,1.69,2.1,1
Hard,Outdoor,12,2.09,1.72,0
Hard,Outdoor,8,1.88,1.88,1
Hard,Outdoor,-5,1.89,1.88,0
Hard,Outdoor,-11,2.83,1.4,0
Hard,Outdoor,-21,1.64,2.19,1
Hard,Outdoor,48,3.17,1.33,0
Hard,Outdoor,21,2.21,1.63,0
Hard,Outdoor,-33,1.57,2.34,1
Hard,Outdoor,-43,1.74,2.04,1
Hard,Outdoor,-51,1.57,2.32,1
Hard,Outdoor,-35,1.59,2.3,1
Hard,Outdoor,-241,1.05,9.07,1
Hard,Outdoor,-40,1.29,3.44,1
Hard,Outdoor,71,2.32,1.58,0
Hard,Outdoor,-31,1.27,3.56,1
Hard,Outdoor,48,3.04,1.35,0
Hard,Outdoor,56,2.35,1.56,1
Hard,Outdoor,126,2.25,1.61,0
Hard,Outdoor,-89,1.54,2.39,0
Hard,Outdoor,-63,1.59,2.29,1
Hard,Outdoor,-6,1.6,2.27,1
Hard,Outdoor,22,2.37,1.55,0
Hard,Outdoor,37,3.61,1.27,0
Hard,Outdoor,-137,1.13,5.49,1
Hard,Outdoor,-8,1.51,2.48,0
Hard,Outdoor,26,4.19,1.21,0
Hard,Outdoor,-3,3.22,1.32,0
Hard,Outdoor,22,3.8,1.25,0
Hard,Outdoor,-18,2.4,1.54,1
Hard,Outdoor,-101,1.22,4.02,1
Hard,Outdoor,-23,1.68,2.13,0
Hard,Outdoor,-20,1.28,3.55,1
Hard,Outdoor,-4,1.63,2.21,1
Hard,Outdoor,22,3.03,1.36,0
Hard,Outdoor,-15,1.93,1.82,1
Hard,Outdoor,34,2.52,1.5,1
Hard,Outdoor,-20,1.42,2.75,1
Hard,Outdoor,123,4.44,1.19,0
Hard,Outdoor,-84,1.3,3.41,1
Hard,Outdoor,-23,1.27,3.59,1
Hard,Outdoor,-43,1.12,5.74,1
Hard,Outdoor,-24,1.26,3.71,1
Hard,Outdoor,-16,2.03,1.75,0
Hard,Outdoor,4,3.05,1.36,1
Hard,Outdoor,2,2.08,1.71,1
Hard,Outdoor,-12,1.47,2.6,0
Hard,Outdoor,-10,1.34,3.12,0
Hard,Outdoor,-53,1.09,6.93,1
Hard,Outdoor,14,3.52,1.28,0
Hard,Outdoor,-3,1.72,2.09,0
Hard,Outdoor,11,1.39,2.94,1
Hard,Outdoor,5,2.71,1.45,0
Hard,Outdoor,-9,1.28,3.6,1
Hard,Outdoor,-6,2.51,1.51,1
Hard,Outdoor,-1,1.73,2.07,1
Hard,Outdoor,-14,1.32,3.31,1
Clay,Outdoor,18,2.06,1.72,0
Clay,Outdoor,161,6.97,1.09,0
Clay,Outdoor,22,2.17,1.65,1
Clay,Outdoor,12,1.86,1.88,1
Clay,Outdoor,-146,1.45,2.66,1
Clay,Outdoor,166,2.47,1.52,1
Clay,Outdoor,-113,1.52,2.45,1
Clay,Outdoor,-32,1.59,2.29,0
Clay,Outdoor,32,2.68,1.44,1
Clay,Outdoor,187,2.46,1.52,0
Clay,Outdoor,-96,2.64,1.45,0
Clay,Outdoor,87,2.61,1.47,0
Clay,Outdoor,-89,1.87,1.88,1
Clay,Outdoor,-93,1.22,4.12,1
Clay,Outdoor,30,3.45,1.29,0
Clay,Outdoor,21,2.6,1.47,0
Clay,Outdoor,45,2.61,1.46,1
Clay,Outdoor,-192,1.26,3.71,1
Clay,Outdoor,180,2.94,1.38,0
Clay,Outdoor,-97,1.36,3.02,0
Clay,Outdoor,-130,1.25,3.81,0
Clay,Outdoor,-157,1.16,4.97,0
Clay,Outdoor,49,2.63,1.46,0
Clay,Outdoor,92,5.92,1.12,0
Clay,Outdoor,115,5.68,1.13,0
Clay,Outdoor,73,2.54,1.49,0
Clay,Outdoor,218,5.2,1.15,0
Clay,Outdoor,-93,1.33,3.23,1
Clay,Outdoor,41,2.53,1.5,1
Clay,Outdoor,53,3.51,1.29,0
Clay,Outdoor,59,2.3,1.59,0
Clay,Outdoor,-111,1.26,3.73,1
Clay,Outdoor,78,11.02,1.04,0
Clay,Outdoor,14,2.54,1.49,0
Clay,Outdoor,-10,1.6,2.28,1
Clay,Outdoor,-43,1.2,4.29,0
Clay,Outdoor,-15,1.44,2.69,0
Clay,Outdoor,198,5.6,1.13,0
Clay,Outdoor,-35,1.61,2.26,0
Clay,Outdoor,-3,1.41,2.81,0
Clay,Outdoor,-472,1.15,5.19,0
Clay,Outdoor,-112,1.79,1.98,1
Clay,Outdoor,10,1.48,2.59,0
Clay,Outdoor,-46,1.39,2.86,1
Clay,Outdoor,-20,2.16,1.66,0
Clay,Outdoor,-88,1.21,4.18,1
Clay,Outdoor,-327,1.37,3,1
Clay,Outdoor,-477,1.24,3.92,1
Clay,Outdoor,-17,1.42,2.77,1
Clay,Outdoor,-55,1.35,3.1,1
Clay,Outdoor,137,13.14,1.02,0
Clay,Outdoor,-176,1.45,2.66,1
Clay,Outdoor,-23,2.2,1.64,1
Clay,Outdoor,-39,1.61,2.26,0
Clay,Outdoor,-85,1.63,2.22,0
Clay,Outdoor,107,3.25,1.32,1
Clay,Outdoor,19,2.77,1.42,0
Clay,Outdoor,48,10.18,1.04,0
Clay,Outdoor,40,3.38,1.3,0
Clay,Outdoor,121,4.3,1.2,0
Clay,Outdoor,-28,1.17,4.59,0
Clay,Outdoor,7,1.7,2.13,1
Hard,Outdoor,10,1.91,1.84,0
Hard,Outdoor,6,2.4,1.54,0
Hard,Outdoor,-37,3.13,1.34,0
Hard,Outdoor,17,4.3,1.2,0
Hard,Outdoor,-10,1.44,2.71,1
Hard,Outdoor,-55,1.36,3.05,1
Hard,Outdoor,85,2.41,1.54,0
Hard,Outdoor,95,4.32,1.2,0
Hard,Outdoor,-54,1.5,2.49,1
Hard,Outdoor,90,4.17,1.21,0
Hard,Outdoor,-6,2.76,1.42,1
Hard,Outdoor,70,2.9,1.39,1
Hard,Outdoor,-5,1.38,2.94,1
Hard,Outdoor,6,1.91,1.85,1
Hard,Outdoor,8,2.96,1.38,0
Hard,Outdoor,19,3.36,1.31,0
Hard,Outdoor,-21,1.73,2.06,1
Hard,Outdoor,-89,1.11,6.18,1
Hard,Outdoor,-21,4.3,1.2,0
Hard,Outdoor,1,1.8,1.97,1
Hard,Outdoor,9,2.43,1.54,1
Hard,Outdoor,-43,2.05,1.74,0
Hard,Outdoor,10,2.64,1.46,1
Hard,Outdoor,5,1.39,2.9,1
Hard,Outdoor,1,1.51,2.53,1
Hard,Outdoor,31,1.43,2.76,1
Hard,Outdoor,33,1.49,2.6,0
Hard,Outdoor,-44,1.69,2.12,1
Hard,Outdoor,34,1.48,2.57,1
Hard,Outdoor,57,2.01,1.76,0
Hard,Outdoor,-40,1.8,1.96,1
Hard,Outdoor,29,1.89,1.86,1
Hard,Outdoor,108,1.43,2.76,1
Hard,Outdoor,56,3.16,1.34,0
Hard,Outdoor,-49,1.38,2.93,1
Hard,Outdoor,-26,2.01,1.77,0
Hard,Outdoor,146,2.9,1.39,1
Hard,Outdoor,-36,2.34,1.57,1
Hard,Outdoor,-42,1.43,2.74,1
Hard,Outdoor,-155,1.05,9.71,1
Hard,Outdoor,-19,1.77,2,1
Hard,Outdoor,66,2.53,1.5,1
Hard,Outdoor,76,3.6,1.27,0
Hard,Outdoor,-61,2.88,1.39,0
Hard,Outdoor,-60,1.51,2.5,1
Hard,Outdoor,22,2.8,1.41,0
Hard,Outdoor,42,2.15,1.67,0
Hard,Outdoor,-49,2.6,1.47,0
Hard,Outdoor,-11,1.49,2.54,1
Hard,Outdoor,117,11.5,1.03,0
Hard,Outdoor,-29,1.57,2.34,0
Hard,Outdoor,-5,1.61,2.27,1
Hard,Outdoor,10,2.38,1.56,1
Hard,Outdoor,-76,1.12,5.97,1
Hard,Outdoor,42,2,1.78,1
Hard,Outdoor,176,9.85,1.05,0
Hard,Outdoor,89,8.45,1.07,0
Hard,Outdoor,5,1.48,2.57,1
Hard,Outdoor,60,4.07,1.22,0
Hard,Outdoor,-97,1.23,4.02,1
Hard,Outdoor,18,2.19,1.65,0
Hard,Outdoor,-28,1.24,3.88,0
Hard,Outdoor,-214,1.09,7.17,1
Hard,Outdoor,-6,1.65,2.18,0
Hard,Outdoor,42,2.67,1.45,0
Hard,Outdoor,-111,2.32,1.58,0
Hard,Outdoor,59,1.38,2.96,1
Hard,Outdoor,28,1.46,2.62,1
Hard,Outdoor,26,2.73,1.43,0
Hard,Outdoor,117,2.26,1.61,0
Hard,Outdoor,364,5.97,1.12,0
Hard,Outdoor,15,2.66,1.45,0
Hard,Outdoor,2,1.65,2.19,0
Hard,Outdoor,-91,2.67,1.45,1
Hard,Outdoor,-27,1.66,2.16,1
Hard,Outdoor,-78,1.48,2.57,1
Hard,Outdoor,97,10.06,1.05,0
Hard,Outdoor,54,3.03,1.36,0
Hard,Outdoor,-95,1.7,2.11,0
Hard,Outdoor,-12,1.53,2.44,1
Hard,Outdoor,41,2.81,1.41,0
Hard,Outdoor,-110,1.36,3.05,1
Hard,Outdoor,-29,2.09,1.72,1
Hard,Outdoor,18,2.79,1.42,0
Hard,Outdoor,58,5.11,1.16,0
Hard,Outdoor,19,1.77,2.01,1
Hard,Outdoor,-23,1.19,4.44,0
Hard,Outdoor,2,1.72,2.09,1
Hard,Outdoor,64,1.77,2.01,0
Hard,Outdoor,19,1.58,2.34,0
Hard,Outdoor,-9,1.59,2.31,1
Hard,Outdoor,-22,1.8,1.98,1
Hard,Outdoor,-39,2.76,1.42,1
Hard,Outdoor,42,1.4,2.87,1
Hard,Outdoor,-50,1.54,2.41,0
Hard,Outdoor,-38,1.28,3.55,1
Hard,Outdoor,-36,1.85,1.9,0
Hard,Outdoor,-19,1.73,2.06,1
Hard,Outdoor,-64,1.81,1.94,0
Hard,Outdoor,47,2.82,1.41,1
Hard,Outdoor,-15,1.59,2.3,1
Hard,Outdoor,-18,1.27,3.63,1
Hard,Outdoor,-52,1.23,4.05,1
Hard,Outdoor,-13,1.51,2.5,1
Hard,Outdoor,-8,2.77,1.42,1
Hard,Outdoor,79,2.72,1.44,1
Hard,Outdoor,-37,1.78,2,0
Hard,Outdoor,6,1.54,2.41,0
Hard,Outdoor,-81,1.58,2.34,0
Hard,Outdoor,-49,1.6,2.3,0
Hard,Outdoor,49,2.85,1.4,1
Hard,Outdoor,-12,3.03,1.37,0
Hard,Outdoor,79,1.67,2.15,0
Hard,Outdoor,21,2.38,1.55,0
Hard,Outdoor,2,2.01,1.77,0
Hard,Outdoor,-55,2.96,1.38,0
Hard,Outdoor,20,2.3,1.59,0
Hard,Outdoor,28,3.8,1.25,0
Hard,Outdoor,41,3.29,1.32,1
Hard,Outdoor,-81,2.29,1.6,1
Hard,Outdoor,10,2.49,1.51,1
Hard,Outdoor,-36,1.16,4.92,1
Hard,Outdoor,-89,1.33,3.24,1
Hard,Outdoor,-57,1.17,4.89,1
Hard,Outdoor,-52,1.23,3.99,1
Hard,Outdoor,-103,1.12,5.95,1
Hard,Outdoor,-54,1.26,3.74,1
Hard,Outdoor,77,5.87,1.12,0
Hard,Outdoor,-28,1.55,2.39,0
Hard,Outdoor,-51,1.4,2.86,1
Hard,Outdoor,19,2.39,1.55,1
Hard,Outdoor,81,6.96,1.09,0
Hard,Outdoor,-30,1.17,4.8,1
Hard,Outdoor,-121,1.36,3.04,1
Hard,Outdoor,-36,1.36,3.09,1
Hard,Outdoor,67,9.44,1.05,0
Hard,Outdoor,28,3.13,1.34,0
Hard,Outdoor,101,6.75,1.1,0
Hard,Outdoor,10,1.99,1.79,0
Hard,Outdoor,-30,1.7,2.12,1
Hard,Outdoor,107,4.67,1.18,0
Hard,Outdoor,-75,1.59,2.31,0
Hard,Outdoor,47,2.79,1.42,0
Hard,Outdoor,-125,1.04,10.47,1
Hard,Outdoor,-70,1.14,5.34,1
Hard,Outdoor,34,2.3,1.59,0
Hard,Outdoor,23,6.41,1.11,0
Hard,Outdoor,-91,1.04,10.42,1
Hard,Outdoor,45,3.13,1.35,0
Hard,Outdoor,-71,1.31,3.39,1
Hard,Outdoor,-95,1.59,2.32,1
Hard,Outdoor,115,3.64,1.27,0
Hard,Outdoor,-18,1.31,3.35,0
Hard,Outdoor,35,6.02,1.12,1
Hard,Outdoor,-7,2.19,1.66,1
Hard,Outdoor,-17,1.61,2.28,0
Hard,Outdoor,31,9.32,1.05,0
Hard,Outdoor,-26,1.53,2.46,1
Hard,Outdoor,-15,1.91,1.86,0
Hard,Outdoor,28,5.58,1.13,0
Hard,Outdoor,-61,1.61,2.28,0
Hard,Outdoor,-29,1.24,3.94,1
Hard,Outdoor,-32,1.15,5.34,0
Hard,Outdoor,-3,1.41,2.84,0
Hard,Outdoor,22,3.08,1.36,1
Hard,Outdoor,-36,1.45,2.69,1
Hard,Outdoor,9,2.15,1.69,0
Hard,Outdoor,18,2.1,1.72,1
Hard,Outdoor,-30,1.33,3.25,1
Hard,Outdoor,-41,1.09,7.14,1
Hard,Outdoor,12,2.81,1.42,0
Hard,Outdoor,3,2.1,1.71,0
Hard,Outdoor,-14,1.13,5.79,0
Hard,Outdoor,-16,1.93,1.84,1
Hard,Outdoor,-78,1.2,4.47,0
Hard,Outdoor,2,2.33,1.59,1
Hard,Outdoor,-10,1.25,3.88,1
Hard,Outdoor,-25,1.13,5.72,1
Hard,Outdoor,64,2.53,1.51,0
Hard,Outdoor,-14,1.55,2.42,0
Hard,Outdoor,9,2.03,1.77,0
Hard,Outdoor,-2,1.34,3.23,0
Hard,Outdoor,18,3.94,1.25,0
Hard,Outdoor,11,1.44,2.72,0
Hard,Outdoor,-33,1.36,3.06,1
Hard,Outdoor,16,2.6,1.48,0
Hard,Outdoor,-23,2.1,1.7,1
Hard,Outdoor,-16,1.28,3.61,1
Hard,Outdoor,330,3.96,1.23,1
Hard,Outdoor,22,2.07,1.73,0
Hard,Outdoor,-20,1.5,2.54,1
Hard,Outdoor,-184,1.26,3.76,1
Hard,Outdoor,-313,1.3,3.4,1
Hard,Outdoor,26,3.15,1.34,1
Hard,Outdoor,-1,2.03,1.75,0
Hard,Outdoor,-1,2.15,1.67,0
Hard,Outdoor,82,2.85,1.41,0
Hard,Outdoor,-12,1.45,2.69,1
Hard,Outdoor,-56,2.13,1.69,1
Hard,Outdoor,16,2.79,1.42,0
Hard,Outdoor,55,3.21,1.33,0
Hard,Outdoor,-24,1.83,1.94,0
Hard,Outdoor,10,1.5,2.54,0
Hard,Outdoor,-90,1.71,2.09,0
Hard,Outdoor,-21,1.82,1.94,0
Hard,Outdoor,-46,1.84,1.92,0
Hard,Outdoor,241,3.37,1.31,1
Hard,Outdoor,73,2.37,1.56,1
Hard,Outdoor,-31,1.04,10.55,1
Hard,Outdoor,-68,2.39,1.56,0
Hard,Outdoor,-5,1.21,4.23,1
Hard,Outdoor,52,2.31,1.59,1
Hard,Outdoor,115,2.99,1.37,0
Hard,Outdoor,-59,1.68,2.13,0
Hard,Outdoor,47,3.14,1.34,0
Hard,Outdoor,-50,1.09,6.95,1
Hard,Outdoor,-25,1.52,2.47,1
Hard,Outdoor,67,5.63,1.13,0
Hard,Outdoor,-91,1.2,4.4,1
Hard,Outdoor,-56,1.36,3.03,1
Hard,Outdoor,42,2.96,1.38,1
Hard,Outdoor,-20,1.79,1.98,0
Hard,Outdoor,38,2.49,1.51,0
Hard,Outdoor,-38,1.22,4.19,1
Hard,Outdoor,-46,1.16,4.93,1
Hard,Outdoor,-39,1.19,4.55,1
Hard,Outdoor,107,5.11,1.15,0
Hard,Outdoor,69,4.48,1.19,0
Hard,Outdoor,29,3.42,1.3,1
Hard,Outdoor,-95,1.07,8.25,0
Hard,Outdoor,325,7.77,1.07,0
Hard,Outdoor,-41,1.16,4.96,0
Hard,Outdoor,179,2.88,1.4,1
Hard,Outdoor,-14,1.54,2.46,1
Hard,Outdoor,78,2.51,1.51,0
Hard,Outdoor,101,5.7,1.13,0
Hard,Outdoor,-19,3.51,1.29,0
Hard,Outdoor,-42,1.64,2.2,1
Hard,Outdoor,-22,1.41,2.83,1
Hard,Outdoor,-27,1.6,2.28,0
Hard,Outdoor,94,6.33,1.11,0
Hard,Outdoor,-8,1.38,2.97,1
Hard,Outdoor,-106,1.17,4.83,0
Hard,Outdoor,25,1.78,1.98,0
Hard,Outdoor,-26,1.59,2.31,1
Hard,Outdoor,-69,1.09,6.95,1
Hard,Outdoor,46,4.7,1.18,0
Hard,Outdoor,18,3.07,1.36,0
Hard,Outdoor,12,2.75,1.43,0
Hard,Outdoor,-54,1.45,2.68,1
Hard,Outdoor,-43,2.17,1.66,0
Hard,Outdoor,-10,1.35,3.15,1
Hard,Outdoor,-405,1.1,6.48,1
Hard,Outdoor,27,4.68,1.18,0
Hard,Outdoor,34,4.1,1.22,0
Hard,Outdoor,-14,2.15,1.68,0
Hard,Outdoor,-8,4.35,1.2,1
Hard,Outdoor,-79,1.31,3.38,1
Hard,Outdoor,6,1.28,3.61,0
Hard,Outdoor,-210,1.06,9.4,1
Hard,Outdoor,-7,1.36,3.08,1
Hard,Outdoor,15,2.81,1.42,1
Hard,Outdoor,-4,1.65,2.22,0
Hard,Outdoor,11,1.78,2.02,1
Hard,Outdoor,-28,1.1,6.99,1
Hard,Outdoor,83,2.85,1.41,0
Hard,Outdoor,1,2.79,1.43,1
Hard,Outdoor,-8,2.32,1.6,0
Hard,Outdoor,-11,2.18,1.67,0
Hard,Outdoor,25,3.16,1.35,0
Hard,Outdoor,4,1.7,2.14,0
Hard,Outdoor,4,1.6,2.32,0
Hard,Outdoor,-20,1.13,5.77,1
Hard,Outdoor,42,3.3,1.33,0
Hard,Outdoor,-2,2.19,1.67,0
Hard,Outdoor,-2,1.35,3.18,1
Hard,Outdoor,-11,1.1,7.23,1
Clay,Outdoor,25,2.1,1.69,1
Clay,Outdoor,7,1.91,1.84,1
Clay,Outdoor,13,1.85,1.9,0
Clay,Outdoor,-67,1.16,4.96,0
Clay,Outdoor,49,2.15,1.67,0
Clay,Outdoor,8,1.61,2.25,0
Clay,Outdoor,9,2.58,1.48,0
Clay,Outdoor,16,1.95,1.81,1
Clay,Outdoor,68,1.76,2.01,1
Clay,Outdoor,108,2.89,1.39,0
Clay,Outdoor,48,2.23,1.62,0
Clay,Outdoor,-477,1.55,2.39,1
Clay,Outdoor,-13,1.94,1.81,1
Clay,Outdoor,-79,1.86,1.89,0
Clay,Outdoor,-58,1.89,1.86,0
Clay,Outdoor,-121,1.84,1.91,0
Clay,Outdoor,255,3.88,1.24,0
Clay,Outdoor,-83,1.25,3.86,1
Clay,Outdoor,157,3.04,1.35,1
Clay,Outdoor,-34,1.49,2.55,1
Clay,Outdoor,-51,1.45,2.68,0
Clay,Outdoor,136,2.99,1.37,0
Clay,Outdoor,-9,1.31,3.29,1
Clay,Outdoor,77,3.47,1.28,1
Clay,Outdoor,-78,1.29,3.49,1
Clay,Outdoor,109,3.69,1.26,0
Clay,Outdoor,16,2.82,1.41,0
Clay,Outdoor,74,2.91,1.39,0
Clay,Outdoor,93,4.69,1.18,0
Clay,Outdoor,-86,1.29,3.44,0
Clay,Outdoor,76,4.85,1.17,0
Clay,Outdoor,-42,1.55,2.38,1
Clay,Outdoor,-65,1.24,3.89,1
Clay,Outdoor,115,2.29,1.6,1
Clay,Outdoor,-47,1.51,2.51,0
Clay,Outdoor,-57,1.17,4.79,0
Clay,Outdoor,108,5.23,1.15,0
Clay,Outdoor,1,1.45,2.66,0
Clay,Outdoor,59,3.86,1.24,1
Clay,Outdoor,146,3.94,1.24,0
